index,X,Y,OBJECTID,ID,name,address,city,state,zip,ZIP4,TELEPHONE,type,status,population,county,COUNTYFIPS,COUNTRY,latitude,longitude,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,owner,TTL_STAFF,beds,TRAUMA,helipad
1701,-13159742.6985636,4056346.88540566,1747,73491208,USC VERDUGO HILLS HOSPITAL,1812 VERDUGO BOULEVARD,GLENDALE,CA,91208,NOT AVAILABLE,(818) 790-7100,GENERAL ACUTE CARE,OPEN,158,LOS ANGELES,06037,USA,34.2048888570001,-118.215980012,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2015/01/14 00:00:00+00,http://uscvhh.org/,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,158,NOT AVAILABLE,Y
2120,-13063454.1145563,4038741.34119549,2175,2092324,ARROWHEAD REGIONAL MEDICAL CENTER,400 N. PEPPER AVENUE,COLTON,CA,92324,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,456,SAN BERNARDINO,06071,USA,34.073989506,-117.351004945,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.arrowheadmedcenter.org,NOT AVAILABLE,NOT AVAILABLE,6,GOVERNMENT - LOCAL,-999,456,LEVEL II,Y
2126,-13032762.1900312,3911918.71449846,2181,34292025,PALOMAR HEALTH DOWNTOWN CAMPUS,555 E. VALLEY PARKWAY,ESCONDIDO,CA,92025,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,292,SAN DIEGO,06073,USA,33.1250851180001,-117.075294696,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.palomarhealth.org/,NOT AVAILABLE,NOT AVAILABLE,6,GOVERNMENT - DISTRICT/AUTHORITY,-999,292,NOT AVAILABLE,Y
2127,-13432483.3177329,4203606.20596638,2182,43493405,SIERRA VISTA REGIONAL MEDICAL CENTER,1010 MURRAY STREET,SAN LUIS OBISPO,CA,93405,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,164,SAN LUIS OBISPO,06079,USA,35.291796785,-120.66605068,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.sierravistaregional.com,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,164,LEVEL III,Y
2133,-13501125.8016026,4563436.29472916,2188,39595231,SAN JOAQUIN GENERAL HOSPITAL,500 WEST HOSPITAL ROAD,FRENCH CAMP,CA,95231,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,196,SAN JOAQUIN,06077,USA,37.886725744,-121.282676604,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://sjgeneralhospital.com/,NOT AVAILABLE,NOT AVAILABLE,6,GOVERNMENT - LOCAL,-999,196,LEVEL III,Y
2137,-13168515.0611621,4014438.86399276,2192,28390247,MEMORIAL HOSPITAL OF GARDENA,1145 W. REDONDO BEACH BLVD.,GARDENA,CA,90247,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,172,LOS ANGELES,06037,USA,33.892964883,-118.294783486,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://mhglax.com/,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,172,NOT AVAILABLE,N
2141,-13136140.8484395,4022112.09974304,2196,53090605,WHITTIER HOSPITAL MEDICAL CENTER,9080 COLIMA ROAD,WHITTIER,CA,90605,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,178,LOS ANGELES,06037,USA,33.950163027,-118.003960985,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.whittierhospital.com,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,178,NOT AVAILABLE,N
2144,-13781450.9844773,4783631.70134018,2199,28495437,MENDOCINO COAST DISTRICT HOSPITAL,700 RIVER DRIVE,FORT BRAGG,CA,95437,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,49,MENDOCINO,06045,USA,39.431233741,-123.800880567,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.mcdh.org,NOT AVAILABLE,NOT AVAILABLE,6,GOVERNMENT - DISTRICT/AUTHORITY,-999,49,NOT AVAILABLE,Y
2146,-13251471.7833924,4216301.70822598,2201,2893308,BAKERSFIELD HEART HOSPITAL,3001 SILLECT AVENUE,BAKERSFIELD,CA,93308,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,47,KERN,06029,USA,35.384829607,-119.039996401,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.bakersfieldhearthospital.com,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,47,NOT AVAILABLE,N
2198,-13030564.380938,3894915.74942321,2255,35292064,POMERADO HOSPITAL,15615 POMERADO ROAD,POWAY,CA,92064,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,236,SAN DIEGO,06073,USA,32.997075184,-117.055551441,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.pph.org,NOT AVAILABLE,NOT AVAILABLE,6,GOVERNMENT - DISTRICT/AUTHORITY,-999,236,NOT AVAILABLE,Y
2209,-13149487.6496261,4037958.36093834,2266,14291754,GARFIELD MEDICAL CENTER,525 NORTH GARFIELD AVENUE,MONTEREY PARK,CA,91754,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,210,LOS ANGELES,06037,USA,34.0681632450001,-118.12385734,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.garfieldmedicalcenter.com,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,210,NOT AVAILABLE,N
2212,-13156462.5203767,4031400.05880944,2269,26590023,LOS ANGELES COMMUNITY HOSPITAL,4081 EAST OLYMPIC BOULEVARD,LOS ANGELES,CA,90023,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,130,LOS ANGELES,06037,USA,34.0193463100001,-118.18651367,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.altacorp.com,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,130,NOT AVAILABLE,N
2216,-12939249.7405771,3989469.04082964,2273,17892201,JOHN F KENNEDY MEMORIAL HOSPITAL,47111 MONROE ST,INDIO,CA,92201,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,156,RIVERSIDE,06065,USA,33.7065682840001,-116.23525807,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.jfkmemorialhosp.com,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,156,NOT AVAILABLE,Y
2219,-12756669.9915743,3976936.52621534,2276,34092225,PALO VERDE HOSPITAL,250 NORTH FIRST STREET,BLYTHE,CA,92225,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,51,RIVERSIDE,06065,USA,33.6128617690001,-114.595116279,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.paloverdehospital.org,NOT AVAILABLE,NOT AVAILABLE,6,GOVERNMENT - DISTRICT/AUTHORITY,-999,51,NOT AVAILABLE,N
2221,-13355813.5505392,4509048.77855877,2278,17795338,JOHN C FREMONT HEALTHCARE DISTRICT,5189 HOSPITAL RD,MARIPOSA,CA,95338,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,34,MARIPOSA,06043,USA,37.500123903,-119.977314443,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.jcf-hospital.com/,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,34,NOT AVAILABLE,Y
2227,-13143174.9905851,4002569.67463327,2285,26490720,LOS ALAMITOS MEDICAL CENTER,3751 KATELLA AVENUE,LOS ALAMITOS,CA,90720,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,167,ORANGE,06059,USA,33.804413493,-118.067149759,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.losalamitosmedctr.com,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,167,NOT AVAILABLE,N
2265,-13056692.8313995,3919967.9635442,2323,50092056,TRI-CITY MEDICAL CENTER,4002 VISTA WAY,OCEANSIDE,CA,92056,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,397,SAN DIEGO,06073,USA,33.1856203950001,-117.290267305,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.tri-cityrmc.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,397,NOT AVAILABLE,Y
2274,-13555456.7723239,4659196.35892254,2332,47695616,SUTTER DAVIS HOSPITAL,2000 SUTTER PLACE,DAVIS,CA,95616,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,48,YOLO,06113,USA,38.5625039120001,-121.770740018,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.sutterhealth.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,48,NOT AVAILABLE,N
2276,-13610261.6481512,4554200.30516216,2334,1194609,ALTA BATES SUMMIT MEDICAL CENTER,350 HAWTHORNE AVENUE,OAKLAND,CA,94609,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,403,ALAMEDA,06001,USA,37.8212158590001,-122.263060594,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.altabatessummit.com,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,403,NOT AVAILABLE,N
2277,-13578204.2628333,4516441.30177571,2335,18694538,KAISER FOUNDATION HOSPITAL - FREMONT,39400 PASEO PADRE PARKWAY,FREMONT,CA,94538,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,106,ALAMEDA,06001,USA,37.5527903660001,-121.975084202,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.kaiserpermanente.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,106,NOT AVAILABLE,N
2280,-13146881.609251,4030757.17965238,2338,3990640,BEVERLY HOSPITAL,309 WEST BEVERLY BOULEVARD,MONTEBELLO,CA,90640,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,224,LOS ANGELES,06037,USA,34.0145595060001,-118.100446881,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.beverly.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,224,NOT AVAILABLE,N
2282,-13151868.0245766,4000436.14936195,2340,8390804,COMMUNITY HOSPITAL OF LONG BEACH,1720 TERMINO AVENUE,LONG BEACH,CA,90804,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,208,LOS ANGELES,06037,USA,33.7884863640001,-118.145240612,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.memorialcare.org/community-hospital-long-beach,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,208,NOT AVAILABLE,N
2285,-13177410.9232734,4033972.36150239,2343,21090034,KAISER FOUNDATION HOSPITAL - WEST LA,6041 CADILLAC AVENUE,LOS ANGELES,CA,90034,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,288,LOS ANGELES,06037,USA,34.0384966780001,-118.374696375,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.kaiserpermanente.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,288,NOT AVAILABLE,N
2286,-13150059.888693,4017998.86881992,2344,21690242,KAISER FOUNDATION HOSPITAL - DOWNEY,9333 IMPERIAL HIGHWAY,DOWNEY,CA,90242,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,352,LOS ANGELES,06037,USA,33.9195067900001,-118.128997851,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.kaiserpermanente.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,352,NOT AVAILABLE,N
2287,-13158109.7070896,4037134.162483,2345,22490033,KECK HOSPITAL OF USC,1500 SAN PABLO STREET,LOS ANGELES,CA,90033,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,401,LOS ANGELES,06037,USA,34.062029841,-118.2013106,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.keckhospitalofusc.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,401,NOT AVAILABLE,Y
2297,-13043201.2431852,3977192.52938998,2355,26092563,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,28100 BAXTER RD,MURRIETA,CA,92563,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,106,RIVERSIDE,06065,USA,33.614776944,-117.169070306,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,http://www.llu.edu,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,106,NOT AVAILABLE,Y
2300,-13574119.7069264,4484914.36940298,2358,32495128,O'CONNOR HOSPITAL,2105 FOREST AVENUE,SAN JOSE,CA,95128,NOT AVAILABLE,(408) 947-2500,GENERAL ACUTE CARE,OPEN,358,SANTA CLARA,06085,USA,37.327924739,-121.938392012,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.oconnorhospital.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,358,NOT AVAILABLE,N
2301,-13579201.7758622,4437715.8932099,2359,10895065,DOMINICAN HOSPITAL,1555 SOQUEL DRIVE,SANTA CRUZ,CA,95065,NOT AVAILABLE,(831) 462-7700,GENERAL ACUTE CARE,OPEN,223,SANTA CRUZ,06087,USA,36.990020703,-121.984045014,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.dignityhealth.org/dominican/,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,223,NOT AVAILABLE,Y
2302,-13629877.1847134,4531462.02718564,2360,20894080,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,1200 EL CAMINO REAL,SOUTH SAN FRANCISCO,CA,94080,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,120,SAN MATEO,06081,USA,37.6596877590001,-122.439269957,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.kaiserpermanente.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,120,NOT AVAILABLE,N
2304,-13480873.6265348,4713811.19893435,2362,47395602,SUTTER AUBURN FAITH HOSPITAL,11815 EDUCATION STREET,AUBURN,CA,95602,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,64,PLACER,06061,USA,38.945103718,-121.10074822,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.sutterhealth.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,64,NOT AVAILABLE,N
2308,-13333882.570461,4417180.12669517,2366,18793720,KAISER FOUNDATION HOSPITAL - FRESNO,7300 NORTH FRESNO STREET,FRESNO,CA,93720,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,169,FRESNO,06019,USA,36.8425296880001,-119.780305097,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.kaiserpermanente.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,169,NOT AVAILABLE,N
2310,-13357954.4920706,4709013.87948346,2368,3496150,BARTON MEMORIAL HOSPITAL,2170 SOUTH AVENUE,SOUTH LAKE TAHOE,CA,96150,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,111,EL DORADO,06017,USA,38.9115786790001,-119.996546848,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.bartonhealth.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,111,LEVEL III,Y
2314,-13818801.4261242,4950972.49419973,2372,37195540,REDWOOD MEMORIAL HOSPITAL,3300 RENNER DRIVE,FORTUNA,CA,95540,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,35,HUMBOLDT,06023,USA,40.5826249150001,-124.136405293,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.redwoodmemorial.org/,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,35,NOT AVAILABLE,N
2315,-13484447.998091,4328977.9252713,2373,14593930,GEORGE L MEE MEMORIAL HOSPITAL,300 CANAL STREET,KING CITY,CA,93930,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,94,MONTEREY,06053,USA,36.2058124330001,-121.132857346,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.meememorial.com,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,94,NOT AVAILABLE,Y
2316,-13110453.3703258,3983292.27890065,2374,16992618,HOAG ORTHOPEDIC INSTITUTE,16250 SAND CANYON AVENUE,IRVINE,CA,92618,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,70,ORANGE,06059,USA,33.6603969440001,-117.773206443,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.hoag.org/locations/pages/hoaghosporthoinstitute.aspx,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,70,NOT AVAILABLE,N
3769,-13233983.323519,4056761.68737928,3890,26991360,LOS ROBLES HOSPITAL & MEDICAL CENTER,215 WEST JANSS ROAD,THOUSAND OAKS,CA,91360,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,321,VENTURA,06111,USA,34.2079705140001,-118.882894893,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.losrobleshospital.com,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,321,LEVEL II,Y
3771,-13614046.0894939,4625369.21101013,3892,36794558,QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS STREET,NAPA,CA,94558,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,211,NAPA,06055,USA,38.3245032720001,-122.297056809,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.thequeen.org,NOT AVAILABLE,NOT AVAILABLE,6,NON-PROFIT,-999,211,LEVEL III,Y
3772,-13609276.8042822,4545970.59278788,3893,694501,ALAMEDA HOSPITAL,2070 CLINTON,ALAMEDA,CA,94501,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,135,ALAMEDA,06001,USA,37.7627943590001,-122.254213591,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.alamedahospital.org,NOT AVAILABLE,NOT AVAILABLE,6,GOVERNMENT - DISTRICT/AUTHORITY,-999,135,NOT AVAILABLE,N
3774,-13174465.3669116,4022149.86294317,3895,5690301,CENTINELA HOSPITAL MEDICAL CENTER,555 EAST HARDY STREET,INGLEWOOD,CA,90301,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,369,LOS ANGELES,06037,USA,33.950444428,-118.348235992,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.centinelamed.com,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,369,NOT AVAILABLE,N
3779,-13140519.475932,4035253.81604017,3900,15491733,GREATER EL MONTE COMMUNITY HOSPITAL,1701 SANTA ANITA AVENUE,SOUTH EL MONTE,CA,91733,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,117,LOS ANGELES,06037,USA,34.0480352820001,-118.043294865,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.greaterelmonte.com,NOT AVAILABLE,NOT AVAILABLE,6,GOVERNMENT - DISTRICT/AUTHORITY,-999,117,NOT AVAILABLE,N
3780,-13158894.0652236,4036802.49898222,3901,24790033,LAC+USC MEDICAL CENTER,1200 NORTH STATE STREET,LOS ANGELES,CA,90033,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,676,LOS ANGELES,06037,USA,34.0595615890001,-118.208356609,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.lacusc.org,NOT AVAILABLE,NOT AVAILABLE,6,GOVERNMENT - LOCAL,-999,676,"LEVEL I, LEVEL II PEDIATRIC",Y
3782,-12973557.9067019,4007159.57778399,3903,10092262,DESERT REGIONAL MEDICAL CENTER,1150 NORTH INDIAN CANYON DRIVE,PALM SPRINGS,CA,92262,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,385,RIVERSIDE,06065,USA,33.8386678530001,-116.54345357,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.desertmedctr.com,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,385,LEVEL II,Y
3783,-13066791.9181683,4025654.26568691,3904,37892501,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVENUE,RIVERSIDE,CA,92501,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,373,RIVERSIDE,06065,USA,33.976554225,-117.380988945,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.riversidecommunityhospital.com,NOT AVAILABLE,NOT AVAILABLE,6,PROPRIETARY,-999,373,LEVEL II,Y
3787,-13614317.485188,4513402.63876972,3908,39994403,SAN MATEO MEDICAL CENTER,222 WEST 39TH AVENUE,SAN MATEO,CA,94403,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,228,SAN MATEO,06081,USA,37.5311465570001,-122.299494798,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,2020/08/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.sanmateomedicalcenter.org,NOT AVAILABLE,NOT AVAILABLE,6,GOVERNMENT - LOCAL,-999,228,NOT AVAILABLE,N
